# Constructed from biom file
#OTU ID	SRR11852016	SRR11852017	SRR11852018	SRR11852019	SRR11852020	SRR11852021	SRR11852023	SRR11852024	SRR11852025	SRR11852026	SRR11852027	SRR11852028	SRR11852029	SRR11852030	SRR11852032	SRR11852034	SRR11852035
6e5f5aba90561b798d9ffd0b55bbfc65	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
4b1d94472e42eca8fc5f0730442885d9	0.0	16.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e1d0df9470542550219d522371a64dd9	9.0	16.0	0.0	13.0	13.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0
572d70f953b49832189f09b537d7c3ef	0.0	0.0	0.0	0.0	0.0	20.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b82290ae1ec1f44e282723a156d0c529	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f0220a3d28e8764806caccdec42d346c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
289dccd79638aa5c160b0a731e2434fa	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c6d99285210d97b4efabd735eb85e3ab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	52.0
9750fee62f311e74377abf005c20811a	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
19d6195e69e0299e3fc929eb5a774b7a	69.0	57.0	50.0	72.0	58.0	63.0	55.0	68.0	70.0	41.0	73.0	97.0	41.0	86.0	43.0	42.0	0.0
c285978cb7535a5e00eccc967213134d	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b86a2474d10ef628a185e96f72e3598e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
e86dfc7a0af129a5c17477c0db07fa97	0.0	30.0	0.0	25.0	43.0	0.0	35.0	0.0	19.0	12.0	0.0	29.0	16.0	0.0	0.0	0.0	0.0
688e2bb5729ae9b5902e8b9969936187	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
589234ab08b97ea3de081456f9b9cc58	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d444f4b3b77cc89b2cb4360816d833d9	137.0	141.0	115.0	189.0	144.0	127.0	135.0	130.0	127.0	113.0	94.0	148.0	53.0	152.0	94.0	63.0	51.0
