sample-id	description
SRR23373543	SRR23373543
SRR23373544	SRR23373544
SRR23373545	SRR23373545
SRR23373546	SRR23373546
SRR23373547	SRR23373547
SRR23373548	SRR23373548
SRR23373555	SRR23373555
SRR23373566	SRR23373566
SRR23373575	SRR23373575
SRR23373576	SRR23373576
SRR23373577	SRR23373577
SRR23373578	SRR23373578
