# Constructed from biom file
#OTU ID	SRR23373543	SRR23373544	SRR23373545	SRR23373546	SRR23373547	SRR23373548	SRR23373555	SRR23373566	SRR23373575	SRR23373576	SRR23373577	SRR23373578
acf102e88fda1b070d7121877d372256	0.0	0.0	0.0	0.0	0.0	11.0	0.0	14.0	0.0	0.0	0.0	0.0
cea79e5d014d2b0b636996b9d96a946e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
349581e4a64a23129c915e6bef1a77d3	0.0	0.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
40f56dc43fd209bb60b0128595109eab	0.0	0.0	0.0	0.0	0.0	42.0	25.0	0.0	0.0	0.0	0.0	0.0
e3a90e9de271e591bb90451e11a4083a	0.0	0.0	10.0	13.0	8.0	8.0	0.0	0.0	6.0	10.0	10.0	0.0
22f396b8f638fa49e549b58403c5d0ab	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b1f29dd954112a091018a63ca5e4e4a9	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
5a662e022ad11bc2e826695b75272dd4	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ab23a9bf49a0e603863000e6ab7b6a13	0.0	0.0	0.0	81.0	30.0	0.0	0.0	33.0	0.0	46.0	0.0	0.0
0bb8dc3efc4099dedc920ee6da069a29	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f724e6bc614876601b7b5100dda4f431	0.0	0.0	0.0	0.0	23.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
