# Constructed from biom file
#OTU ID	ERR10890547	ERR10890548	ERR10890549	ERR10890550	ERR10890551	ERR10890552	ERR10890553	ERR10890554	ERR10890555	ERR10890556	ERR10890557	ERR10890558	ERR10890559	ERR10890560	ERR10890561	ERR10890562	ERR10890563	ERR10890564	ERR10890565	ERR10890566	ERR10890567	ERR10890568	ERR10890569	ERR10890570	ERR10890571
05195a9e7b90586fadddb068370c611f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
fbb37088100e736e794fa80345813e60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
305c9b593dd014f85c1efffd901c9e55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
a04b898d9b84b980ad2dcbdc545036e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
221c18e2b909948baeaa7a9aa0febad4	31.0	0.0	0.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	45.0	0.0	0.0	0.0	96.0	0.0	0.0	44.0	0.0	0.0	0.0
70d5c00b5f1c6c2167152dcf36d99094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e0d0ff85aaf39bf4dd2475c266c6b373	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	13.0	14.0	0.0	4.0	10.0	0.0	13.0	0.0	0.0	11.0	10.0	0.0	16.0	17.0	0.0	9.0	12.0
2f89ea351f49d739e72b5eaf923ab502	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6e58b483555ad4e024d8adad3c295851	0.0	0.0	0.0	16.0	10.0	0.0	0.0	3.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0
d65c63a0e29764eeba1be6af1b77a583	36.0	20.0	16.0	11.0	0.0	38.0	34.0	42.0	16.0	66.0	18.0	38.0	16.0	36.0	32.0	24.0	30.0	44.0	42.0	42.0	30.0	31.0	34.0	45.0	20.0
b052b37978968ff70e085b62ac117b0c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1259b5ffc13228ae5ba3ab655e2ef5be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
474f01aa51030a657ed2190d1ea8d279	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3e8be6c281bbac1be9af3bf0a506fb59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
50c54c745fc0da9a19187f8ce140c888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79f8371418ab29bb6d3d4699eb6117be	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cf9e824c0e7fa982bfc73f8c4f099bac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
d1944d53b2b36c776b82b9706358d22b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01076252e43164762306ddbbf4887ac1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09a8664d6fa37d1fb5fcc39de9ed6c5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
1fc31fefab6e880f0fd2dee779e983a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	7.0	10.0	0.0	0.0	11.0
7dafa528e0484237c03a875b77997014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
ea3e48368229c577c206aae2d7907c39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8b3f9b2540ccf3382929c05b46470a4b	29.0	15.0	0.0	10.0	0.0	12.0	14.0	33.0	33.0	19.0	18.0	22.0	10.0	31.0	16.0	0.0	0.0	16.0	24.0	28.0	19.0	19.0	13.0	19.0	17.0
d9b84dd3fba9eaf6da8be9d7abdd3712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
